invoice_date,invoice_number,location_zip,total,completion_date
2021-01-15,18969046,80917.0,49.0,2021-01-15
2020-12-15,18969302,80906.0,84.0,2020-12-15
2021-01-15,18969558,80921.0,84.0,2021-01-15
2021-01-15,18969814,80831.0,0.0,2021-01-15
2021-01-18,18970070,80831.0,84.0,2021-01-18
2021-01-15,18970326,80911.0,512.0,2021-01-15
2021-01-18,18970337,80920.0,49.0,2021-01-18
2021-01-15,19591358,80923.0,84.0,2021-01-15
2021-01-18,19591486,80927.0,84.0,2021-01-18
2021-01-19,19591614,80951.0,0.0,2021-01-19
2021-01-15,20328847,80925.0,84.0,2021-01-15
2021-01-18,20328980,80906.0,84.0,2021-01-18
2021-01-15,20329103,80911.0,152.0,2021-01-15
2021-01-18,20329114,80925.0,84.0,2021-01-18
2021-01-18,20329231,80906.0,0.0,2021-01-18
2021-01-18,20329487,80922.0,84.0,2021-01-18
2021-01-13,20329743,80908.0,650.0,2021-01-13
2021-01-19,20330255,80924.0,84.0,2021-01-19
2021-01-26,20357007,80920.0,495.0,2021-01-26
2021-04-26,21942357,80919.0,49.0,2021-04-26
2021-01-27,21946083,80905.0,495.0,2021-01-27
2021-02-03,21963733,80918.0,0.0,2021-02-03
2021-02-04,21966549,80920.0,732.4,2021-02-04
2021-02-05,21971031,80918.0,1498.4,2021-02-05
2021-04-21,21971031-1,80918.0,0.0,2021-02-05
2021-02-04,21971413,80920.0,428.4,2021-02-04
2021-04-05,21972821,80906.0,2109.4,2021-04-05
2021-02-08,22606269,80904.0,0.5,2021-02-08
2021-02-10,23966935,80904.0,1033.0,2021-02-10
2021-02-10,23967701,80904.0,323.0,2021-02-10
2021-02-11,23970259,80919.0,0.0,2021-02-11
2021-03-29,23972179,80905.0,194.4,2021-03-29
2021-04-07,23972691,80919.0,0.0,2021-04-07
2021-02-11,23973075,80904.0,395.0,2021-02-11
2021-04-14,23976531,80132.0,0.0,2021-04-14
2021-04-14,23976787,80920.0,49.0,2021-04-14
2021-02-18,23986131,80904.0,0.0,2021-02-18
2021-04-28,23986516,80925.0,153.0,2021-04-28
2021-03-22,23988947,80904.0,199.0,2021-03-22
2021-03-11,23993939,80132.0,149.0,2021-03-11
2021-02-22,23999059,80904.0,467.0,2021-02-22
2021-05-04,24003795,80919.0,0.0,2021-05-04
2021-04-27,24005206,80906.0,2182.0,2021-04-27
2021-03-08,24005336,80106.0,149.0,2021-03-08
2021-03-09,24010579,80904.0,548.0,2021-03-09
2021-05-04,24012883,80905.0,234.0,2021-05-04
2021-03-03,24014547,80907.0,0.0,2021-03-03
2021-04-19,24015827,80915.0,49.0,2021-04-19
2021-03-10,24016470,80106.0,149.0,2021-03-10
2021-03-19,24020819,80906.0,149.0,2021-03-19
2021-04-19,24021331,80925.0,167.4,2021-04-19
2021-05-05,24021587,80907.0,236.4,2021-05-05
2021-05-05,24021843,80907.0,495.0,2021-05-05
2021-05-03,24022099,80920.0,0.0,2021-05-03
2021-05-10,24025171,80906.0,205.4,2021-05-10
2021-05-20,24025427,80919.0,199.0,2021-05-20
2021-03-26,24025683,80906.0,846.95,2021-03-26
2021-04-28,24028883,80920.0,634.4,2021-04-28
2021-03-16,24029523,80924.0,495.0,2021-03-16
2021-04-05,24031443,80907.0,0.0,2021-04-05
2021-05-17,24031827,80916.0,84.0,2021-05-17
2021-03-31,24038227,80906.0,73.0,2021-03-31
2021-04-06,24038611,80911.0,236.4,2021-04-06
2021-05-10,24038995,80919.0,0.0,2021-05-10
2021-03-29,24040915,80817.0,830.0,2021-03-29
2021-05-17,24041171,80920.0,84.0,2021-05-17
2021-05-18,24044243,80921.0,299.0,2021-05-18
2021-04-07,24047315,80929.0,737.95,2021-04-07
2021-04-07,24047831,80920.0,854.0,2021-04-07
2021-03-19,24047962,80904.0,175.0,2021-03-19
2021-04-06,24049619,80906.0,84.0,2021-04-06
2021-04-01,24054372,80906.0,49.0,2021-04-01
2021-04-26,24054747,80916.0,0.0,2021-04-26
2021-05-05,24054869,80920.0,2362.4,2021-05-05
2021-04-02,24054999,80817.0,0.0,2021-04-02
2021-04-08,24055134,80922.0,84.0,2021-04-08
2021-04-26,24055764,80925.0,167.4,2021-04-26
2021-04-06,24056276,80907.0,167.4,2021-04-06
2021-04-26,24056406,80911.0,0.0,2021-04-26
2021-04-25,24056536,80906.0,0.0,2021-04-25
2021-03-29,24056659,80917.0,1621.4,2021-03-29
2021-04-23,24056673,80906.0,584.0,2021-04-23
2021-04-05,24057941,80817.0,0.0,2021-04-05
2021-04-21,24057954,80911.0,0.0,2021-04-21
2021-04-12,24058067,80906.0,1035.0,2021-04-12
2021-04-01,24058323,80817.0,150.0,2021-04-01
2021-04-13,24058337,80911.0,0.0,2021-04-13
2021-03-26,24059219,80910.0,0.0,2021-03-26
2021-05-04,24059232,80916.0,167.4,2021-05-04
2021-03-31,24059245,80909.0,452.0,2021-04-05
2021-04-01,24059475,80817.0,728.0,2021-04-01
2021-04-06,24059475-1,80817.0,0.0,2021-04-01
2021-03-31,24059493,80923.0,1880.95,2021-03-31
2021-04-23,24059738,80916.0,414.0,2021-04-23
2021-04-26,24060371,80910.0,313.0,2021-04-26
2021-05-06,24060499,80817.0,19.0,2021-05-06
2021-04-30,24060890,80906.0,49.0,2021-04-30
2021-05-12,24061523,80916.0,0.0,2021-05-12
2021-04-06,24061536,80909.0,243.0,2021-04-06
2021-05-25,24061655,80925.0,0.0,2021-05-25
2021-05-17,24062036,80925.0,114.0,2021-05-17
2021-05-07,24062164,80906.0,0.0,2021-05-07
2021-03-25,24062675,80909.0,1227.0,2021-03-25
2021-04-15,24062688,80925.0,0.0,2021-04-15
2021-04-12,24062702,80925.0,49.0,2021-05-04
2021-04-15,24063059,80925.0,0.0,2021-04-15
2021-05-03,24064723,80907.0,369.4,2021-05-03
2021-04-15,24064736,80132.0,69.0,2021-04-15
2021-04-07,24064979,80919.0,57.0,2021-04-07
2021-04-12,24064993,80906.0,167.4,2021-04-12
2021-05-24,24065235,80906.0,162.0,2021-05-24
2021-04-16,24065491,80907.0,916.0,2021-04-16
2021-03-26,24065875,80907.0,144.0,2021-03-26
2021-03-26,24066003,80909.0,0.0,2021-03-26
2021-04-08,24066515,80905.0,0.0,2021-04-08
2021-04-12,24066771,80906.0,49.0,2021-04-12
2021-05-12,24066900,80905.0,0.0,2021-05-12
2021-04-12,24067027,80907.0,150.0,2021-04-12
2021-04-06,24067539,80907.0,79.0,2021-04-06
2021-04-14,24068179,80907.0,0.0,2021-04-14
2021-03-26,24068435,80907.0,138.0,2021-03-26
2021-05-06,24068563,80904.0,288.0,2021-05-06
2021-05-12,24068576,80904.0,0.0,2021-05-12
2021-06-02,24068590,80903.0,167.4,2021-06-02
2021-04-29,24068691,80907.0,184.0,2021-04-29
2021-04-26,24068947,80906.0,378.0,2021-04-26
2021-04-14,24069459,80904.0,240.0,2021-04-14
2021-04-26,24069459-1,80904.0,-35.0,2021-04-14
2021-04-26,24069459-2,80904.0,35.0,2021-04-14
2021-04-29,24069843,80906.0,69.0,2021-04-29
2021-04-07,24070099,80906.0,0.0,2021-04-07
2021-03-19,24075219,80904.0,0.0,2021-03-19
2021-05-10,24079187,80908.0,167.4,2021-05-10
2021-04-05,24079316,80922.0,369.4,2021-04-05
2021-05-05,24079576,80923.0,109.0,2021-05-05
2021-04-09,24079957,80922.0,217.0,2021-04-09
2021-05-21,24079978,80118.0,19.0,2021-05-21
2021-04-12,24080219,80903.0,97.95,2021-04-12
2021-04-03,24080469,80904.0,0.0,2021-04-03
2021-04-13,24080979,80922.0,0.0,2021-04-13
2021-04-15,24081619,80921.0,0.0,2021-04-15
2021-04-05,24081634,80922.0,0.0,2021-04-05
2021-04-30,24082387,80920.0,211.0,2021-04-30
2021-05-03,24082404,80132.0,0.0,2021-05-03
2021-05-06,24082424,80906.0,0.0,2021-05-06
2021-05-24,24082515,80922.0,463.0,2021-05-24
2021-05-27,24083027,80922.0,265.0,2021-05-27
2021-04-13,24083040,80923.0,0.0,2021-04-13
2021-03-26,24083296,80905.0,84.0,2021-03-26
2021-04-29,24083310,80923.0,0.0,2021-04-29
2021-05-14,24083539,80923.0,167.4,2021-05-14
2021-05-11,24083558,80923.0,0.0,2021-05-11
2021-04-22,24083572,80906.0,386.95,2021-04-22
2021-03-26,24083813,80906.0,0.0,2021-03-26
2021-05-13,24083844,80923.0,0.0,2021-05-13
2021-04-09,24084059,80906.0,1771.4,2021-04-16
2021-04-27,24084072,80906.0,101.0,2021-04-27
2021-03-26,24084085,80903.0,0.0,2021-03-26
2021-04-15,24084187,80923.0,0.0,2021-04-15
2021-04-05,24084819,80906.0,3100.4,2021-04-05
2021-05-07,24085844,80924.0,178.0,2021-05-07
2021-06-03,24085971,80923.0,148.0,2021-06-03
2021-03-25,24085988,80917.0,467.0,2021-03-25
2021-05-05,24086106,80909.0,847.0,2021-05-05
2021-05-14,24086121,80917.0,0.0,2021-05-14
2021-03-31,24086134,80917.0,0.0,2021-03-31
2021-04-22,24086228,80915.0,19.0,2021-04-22
2021-05-05,24086355,80923.0,19.0,2021-05-05
2021-04-30,24086368,80923.0,82.0,2021-04-30
2021-04-06,24086483,80924.0,0.0,2021-04-06
2021-04-19,24086501,80924.0,714.0,2021-04-19
2021-04-20,24086501-1,80924.0,0.0,2021-04-19
2021-04-20,24086501-2,80924.0,-250.0,2021-04-19
2021-05-10,24086995,80924.0,0.0,2021-05-10
2021-04-05,24087251,80924.0,52.0,2021-04-05
2021-04-02,24088405,80915.0,0.0,2021-04-02
2021-03-26,24088435,80918.0,341.95,2021-03-26
2021-04-07,24088787,80904.0,932.4,2021-04-07
2021-04-29,24088800,80918.0,0.0,2021-04-29
2021-04-14,24088813,80923.0,131.0,2021-04-14
2021-04-08,24088827,80918.0,300.0,2021-04-08
2021-04-08,24088840,80918.0,318.0,2021-04-08
2021-04-06,24088850,80918.0,817.0,2021-04-06
2021-04-05,24088860,80920.0,245.0,2021-04-05
2021-03-26,24088873,80924.0,150.0,2021-03-26
2021-06-01,24089043,80829.0,96.0,2021-06-01
2021-05-19,24089056,80920.0,189.0,2021-05-19
2021-05-17,24089069,80132.0,218.0,2021-05-17
2021-04-01,24089171,80907.0,0.0,2021-04-01
2021-04-29,24089186,80918.0,131.0,2021-04-29
2021-03-25,24089200,80924.0,49.0,2021-03-25
2021-05-05,24089300,80904.0,186.4,2021-05-05
2021-05-17,24089315,80918.0,104.0,2021-05-17
2021-04-02,24089325,80920.0,292.0,2021-04-02
2021-05-10,24089427,80923.0,0.0,2021-05-10
2021-05-17,24089442,80918.0,246.0,2021-05-17
2021-04-09,24090067,80925.0,0.0,2021-04-09
2021-03-26,24090323,80918.0,62.95,2021-03-26
2021-04-06,24090336,80920.0,150.0,2021-04-06
2021-04-23,24090362,80921.0,84.0,2021-04-23
2021-06-07,24090375,80132.0,275.0,2021-06-07
2021-05-04,24090452,80924.0,0.0,2021-05-04
2021-04-19,24090465,80917.0,317.4,2021-04-19
2021-04-06,24090479,80918.0,168.0,2021-04-06
2021-05-19,24090492,80918.0,0.0,2021-05-19
2021-05-04,24090838,80920.0,0.0,2021-05-04
2021-04-19,24090964,80918.0,0.0,2021-04-19
2021-04-28,24091219,80132.0,278.0,2021-04-28
2021-05-03,24091232,80918.0,0.0,2021-05-03
2021-05-21,24091603,80920.0,171.0,2021-05-21
2021-04-01,24091617,80918.0,0.0,2021-04-01
2021-04-30,24091987,80132.0,1069.0,2021-04-30
2021-05-10,24092000,80132.0,0.0,2021-05-10
2021-03-25,24092256,80918.0,84.0,2021-03-25
2021-04-22,24092499,80920.0,229.0,2021-04-22
2021-05-05,24092883,80132.0,446.0,2021-05-05
2021-04-28,24092896,80920.0,96.0,2021-04-28
2021-04-14,24092909,80920.0,0.0,2021-04-14
2021-04-30,24094163,80918.0,52.0,2021-04-30
2021-04-06,24094176,80918.0,0.0,2021-04-06
2021-03-25,24094676,80918.0,241.0,2021-03-25
2021-05-18,24095443,80920.0,0.0,2021-05-18
2021-04-30,24095456,80920.0,52.0,2021-04-30
2021-05-06,24095833,80920.0,0.0,2021-05-06
2021-04-06,24095959,80132.0,174.0,2021-04-06
2021-04-08,24095972,80132.0,1053.0,2021-04-08
2021-05-05,24095985,80132.0,217.0,2021-05-05
2021-05-18,24096212,80904.0,799.0,2021-05-18
2021-03-25,24096225,80906.0,433.95,2021-03-25
2021-05-13,24096241,80920.0,0.0,2021-05-13
2021-05-14,24096254,80908.0,150.0,2021-05-14
2021-03-25,24096339,80918.0,13.95,2021-03-25
2021-05-12,24096355,80908.0,420.0,2021-05-12
2021-04-28,24096595,80132.0,486.0,2021-04-28
2021-04-23,24096609,80920.0,125.0,2021-04-23
2021-04-09,24096626,80132.0,0.0,2021-04-09
2021-04-09,24096723,80132.0,192.0,2021-04-09
2021-04-12,24096737,80918.0,0.0,2021-04-12
2021-04-05,24096750,80920.0,0.0,2021-04-05
2021-04-26,24096764,80921.0,0.0,2021-04-26
2021-04-13,24096984,80906.0,205.4,2021-04-13
2021-04-22,24096998,80906.0,205.4,2021-04-22
2021-03-31,24097012,80903.0,617.0,2021-03-31
2021-04-27,24097620,80132.0,0.0,2021-04-27
2021-05-20,24097636,80132.0,368.0,2021-05-20
2021-05-17,24098133,80132.0,1185.0,2021-05-17
2021-04-22,24098146,80132.0,19.0,2021-04-22
2021-05-14,24098160,80921.0,150.0,2021-05-14
2021-04-21,24098515,80906.0,437.4,2021-04-21
2021-04-29,24098771,80132.0,0.0,2021-04-29
2021-05-17,24098899,80908.0,467.0,2021-05-17
2021-05-17,24098912,80906.0,0.0,2021-05-17
2021-05-18,24099411,80921.0,38.0,2021-05-18
2021-04-13,24099539,80919.0,84.0,2021-04-13
2021-04-12,24099923,80919.0,252.0,2021-04-12
2021-04-19,24099936,80921.0,0.0,2021-04-19
2021-04-13,24099949,80918.0,0.0,2021-04-13
2021-05-18,24100307,80919.0,0.0,2021-05-18
2021-04-06,24100563,80921.0,457.0,2021-04-06
2021-03-26,24100947,80919.0,0.0,2021-03-26
2021-04-26,24101203,80919.0,0.0,2021-04-26
2021-04-26,24101459,80919.0,0.0,2021-04-26
2021-05-28,24101715,80132.0,168.0,2021-05-28
2021-05-13,24102099,80132.0,0.0,2021-05-13
2021-05-03,24102112,80921.0,0.0,2021-05-03
2021-04-19,24102739,80919.0,0.0,2021-04-19
2021-04-22,24102995,80927.0,300.0,2021-04-22
2021-05-24,24103251,80132.0,0.0,2021-05-24
2021-03-22,24103395,80907.0,84.0,2021-03-22
2021-04-30,24103891,80927.0,0.0,2021-04-30
2021-04-28,24103904,80921.0,0.0,2021-04-28
2021-03-26,24103914,80919.0,604.95,2021-03-26
2021-03-26,24103927,80831.0,0.0,2021-03-26
2021-04-08,24104147,80921.0,52.0,2021-04-08
2021-05-27,24104157,80106.0,420.0,2021-05-27
2021-03-31,24104275,80925.0,455.95,2021-03-31
2021-03-22,24104286,80904.0,153.0,2021-03-22
2021-04-29,24104407,80106.0,0.0,2021-04-29
2021-05-26,24104663,80921.0,260.0,2021-05-26
2021-03-22,24105964,80907.0,0.0,2021-03-22
2021-05-27,24105981,80920.0,767.4,2021-05-27
2021-04-05,24105995,80918.0,293.95,2021-04-05
2021-05-10,24106387,80906.0,0.0,2021-05-10
2021-05-20,24106411,80906.0,4179.0,2021-05-20
2021-05-17,24106858,80906.0,249.4,2021-05-17
2021-03-22,24106963,80907.0,0.0,2021-03-22
2021-04-19,24106977,80906.0,49.0,2021-04-19
2021-05-07,24106990,80906.0,0.0,2021-05-07
2021-04-06,24107110,80906.0,84.0,2021-04-06
2021-04-27,24107125,80909.0,52.0,2021-04-27
2021-04-02,24107143,80909.0,296.95,2021-04-02
2021-04-21,24107157,80918.0,167.4,2021-04-21
2021-04-14,24107237,81007.0,0.0,2021-04-14
2021-04-14,24107347,80919.0,150.0,2021-04-14
2021-04-28,24107361,80919.0,150.0,2021-04-28
2021-05-21,24107378,80921.0,1686.0,2021-05-21
2021-04-13,24107400,80906.0,3726.0,2021-04-13
2021-05-24,24107414,80831.0,0.0,2021-05-24
2021-04-30,24107428,80908.0,150.0,2021-04-30
2021-04-14,24107444,80909.0,0.0,2021-04-14
2021-05-06,24107459,80921.0,90.0,2021-05-06
2021-04-05,24107604,80921.0,174.0,2021-04-05
2021-04-14,24107621,81005.0,19.0,2021-04-14
2021-04-14,24107635,80909.0,523.0,2021-04-14
2021-04-14,24107995,81005.0,234.0,2021-04-14
2021-04-27,24108132,80909.0,617.0,2021-04-27
2021-04-14,24108145,80917.0,0.0,2021-04-14
2021-04-06,24108159,80908.0,0.0,2021-04-06
2021-05-07,24108371,80906.0,0.0,2021-05-07
2021-03-26,24108398,80906.0,1442.4,2021-03-26
2021-03-22,24111571,80904.0,30.0,2021-03-22
2021-03-22,24111955,80904.0,654.95,2021-03-22
2021-03-22,24112595,80904.0,0.0,2021-03-22
2021-03-22,24112608,80904.0,976.0,2021-03-22
2021-03-22,24112630,80904.0,43.95,2021-03-22
2021-03-22,24112644,80904.0,345.0,2021-03-22
2021-03-22,24113491,80904.0,199.0,2021-03-22
2021-03-22,24113503,80904.0,576.0,2021-03-22
2021-03-22,24113880,80904.0,487.95,2021-03-22
2021-03-22,24113894,80904.0,259.0,2021-03-22
2021-03-22,24114005,80904.0,0.0,2021-03-22
2021-03-22,24114259,80904.0,300.0,2021-03-22
2021-03-22,24114520,80904.0,13.95,2021-03-22
2021-03-22,24114534,80904.0,153.0,2021-03-22
2021-03-23,24114648,80904.0,0.0,2021-03-23
2021-03-22,24114660,80904.0,1995.0,2021-03-22
2021-03-22,24114776,80904.0,13.95,2021-03-22
2021-03-22,24115411,80904.0,603.0,2021-03-22
2021-03-22,24115539,80904.0,255.0,2021-03-22
2021-03-22,24118099,80904.0,795.0,2021-03-22
2021-03-22,24118227,80904.0,199.0,2021-03-22
2021-03-23,24121683,80904.0,410.0,2021-03-23
2021-03-23,24122451,80904.0,76.0,2021-03-23
2021-04-26,24123501,80906.0,0.0,2021-04-26
2021-04-29,24123609,80917.0,90.0,2021-04-29
2021-04-26,24123622,80907.0,0.0,2021-04-26
2021-05-05,24123863,80920.0,181.0,2021-05-05
2021-04-25,24124123,80903.0,229.0,2021-04-25
2021-03-23,24124243,80904.0,156.0,2021-03-23
2021-05-04,24124268,80920.0,328.0,2021-05-04
2021-03-23,24124499,80904.0,438.0,2021-03-23
2021-03-23,24124511,80904.0,260.0,2021-03-23
2021-04-23,24124523,80920.0,13.95,2021-04-23
2021-05-17,24124541,80918.0,302.0,2021-05-17
2021-03-23,24125013,80904.0,1500.0,2021-03-23
2021-04-14,24125051,80921.0,0.0,2021-04-14
2021-03-29,24126035,80925.0,49.0,2021-03-29
2021-05-04,24126049,80920.0,19.0,2021-05-04
2021-05-08,24126073,80923.0,545.0,2021-05-08
2021-04-10,24126087,80924.0,199.0,2021-04-10
2021-04-09,24126294,80921.0,400.95,2021-04-09
2021-05-07,24127315,80909.0,150.0,2021-05-07
2021-04-16,24127834,80923.0,0.0,2021-04-16
2021-04-23,24127850,80905.0,254.4,2021-04-23
2021-05-24,24127864,80917.0,0.0,2021-05-24
2021-04-14,24127955,80919.0,199.0,2021-04-14
2021-05-18,24127971,80921.0,186.4,2021-05-18
2021-05-07,24127985,80924.0,0.0,2021-05-07
2021-04-01,24128723,81007.0,0.0,2021-04-01
2021-05-11,24128747,80132.0,0.0,2021-05-11
2021-04-01,24128851,80904.0,285.0,2021-04-01
2021-04-26,24128868,80927.0,97.95,2021-04-26
2021-04-30,24128881,80906.0,1155.0,2021-04-30
2021-05-18,24128982,80920.0,0.0,2021-05-18
2021-05-13,24129129,80132.0,0.0,2021-05-13
2021-04-23,24129147,80132.0,0.0,2021-04-23
2021-05-04,24129147-1,80132.0,84.0,2021-04-23
2021-05-14,24129239,80132.0,467.0,2021-05-14
2021-04-05,24130643,80908.0,0.0,2021-04-05
2021-05-01,24130899,80915.0,519.0,2021-05-01
2021-04-02,24130913,80951.0,528.95,2021-04-02
2021-04-06,24131155,80919.0,360.0,2021-04-06
2021-03-29,24131412,80909.0,1153.4,2021-03-29
2021-04-01,24131412-1,80909.0,0.0,2021-03-29
2021-03-24,24132435,80919.0,2138.4,2021-03-24
2021-06-04,24132435-1,80919.0,-2138.4,2021-03-24
2021-04-19,24132451,80904.0,245.0,2021-04-19
2021-04-13,24132464,80923.0,167.4,2021-04-13
2021-04-06,24132949,80831.0,62.95,2021-04-06
2021-05-06,24133218,80106.0,7187.0,2021-05-09
2021-04-12,24133335,80132.0,30.0,2021-04-12
2021-04-15,24133351,80925.0,317.4,2021-04-15
2021-04-02,24133587,80920.0,0.0,2021-04-02
2021-04-13,24133603,80918.0,825.4,2021-04-13
2021-04-01,24133619,80923.0,262.4,2021-04-01
2021-05-20,24133639,80908.0,167.4,2021-05-20
2020-11-11,24133994,80910.0,1008.0,2020-11-11
2021-05-18,24134240,80132.0,129.0,2021-05-18
2021-05-17,24134493,80909.0,195.4,2021-05-17
2021-05-13,24134512,80921.0,275.4,2021-05-13
2021-06-16,24134749,80132.0,6553.0,2021-06-16
2021-03-24,24134765,80904.0,49.0,2021-03-24
2021-04-23,24135126,80915.0,0.0,2021-04-23
2021-04-13,24135255,80918.0,167.4,2021-04-13
2021-04-16,24135270,80916.0,84.0,2021-04-16
2021-05-19,24135385,80919.0,84.0,2021-05-19
2021-04-26,24135406,80907.0,251.4,2021-04-26
2021-03-25,24135420,80904.0,0.0,2021-03-25
2021-05-19,24135514,80909.0,251.4,2021-05-19
2021-04-21,24135899,80919.0,0.0,2021-04-21
2021-05-19,24136025,81005.0,167.4,2021-05-19
2021-05-04,24136057,80910.0,167.4,2021-05-04
2021-04-28,24136153,80920.0,97.95,2021-04-28
2021-05-07,24136403,80921.0,570.0,2021-05-07
2021-05-07,24138195,80922.0,79.0,2021-05-07
2021-04-05,24138579,80919.0,246.4,2021-04-05
2021-05-05,24138835,80919.0,319.95,2021-05-05
2021-03-24,24140627,80904.0,199.0,2021-03-24
2021-04-22,24140639,80911.0,284.4,2021-04-22
2021-04-08,24141780,80817.0,278.0,2021-04-08
2021-04-12,24142037,80922.0,317.4,2021-04-12
2021-06-03,24142163,80921.0,347.0,2021-06-03
2021-05-27,24142177,80920.0,167.4,2021-05-27
2021-04-28,24142676,80919.0,186.4,2021-04-28
2021-04-27,24142691,80920.0,678.4,2021-04-27
2021-05-06,24142708,80907.0,167.4,2021-05-06
2021-05-04,24143708,80918.0,317.4,2021-05-04
2021-04-29,24144597,80920.0,1022.4,2021-04-29
2021-04-22,24144852,80911.0,634.4,2021-04-22
2021-05-21,24145748,80919.0,377.4,2021-05-21
2021-05-24,24146006,80905.0,167.4,2021-05-24
2021-03-25,24149203,80904.0,65.95,2021-03-25
2021-03-25,24149217,80904.0,97.95,2021-03-25
2021-06-01,24149240,80918.0,197.4,2021-06-01
2021-04-01,24149268,80903.0,0.0,2021-04-01
2021-04-06,24149286,80922.0,819.0,2021-04-06
2021-03-25,24151507,80904.0,317.4,2021-03-25
2021-03-29,24152155,80905.0,49.0,2021-03-29
2021-06-11,24152174,80920.0,699.0,2021-06-11
2021-04-02,24152200,80919.0,312.0,2021-04-02
2021-03-25,24152275,80904.0,5.0,2021-03-25
2021-05-26,24152319,80921.0,38.0,2021-05-26
2021-04-15,24152333,80911.0,0.0,2021-04-15
2021-05-11,24152403,80919.0,167.4,2021-05-11
2021-05-07,24152417,80923.0,167.4,2021-05-07
2021-05-06,24152454,80924.0,251.4,2021-05-06
2021-04-09,24152670,80922.0,0.0,2021-04-09
2021-03-26,24152807,80922.0,564.95,2021-03-26
2021-04-06,24153187,80917.0,633.95,2021-04-06
2021-05-05,24153299,80831.0,0.0,2021-05-05
2021-05-05,24153318,80132.0,330.0,2021-05-05
2021-04-12,24153336,80911.0,167.4,2021-04-12
2021-05-05,24153558,80921.0,167.4,2021-05-05
2021-04-21,24153581,80916.0,167.4,2021-04-21
2021-04-23,24153599,80923.0,84.0,2021-04-23
2021-04-28,24153839,80918.0,167.4,2021-04-28
2021-04-12,24153951,80919.0,0.0,2021-04-12
2021-06-04,24153979,80904.0,0.0,2021-06-04
2021-05-13,24153991,80132.0,169.0,2021-05-13
2021-03-29,24154067,80907.0,2083.4,2021-03-29
2021-04-08,24154086,80921.0,381.4,2021-04-08
2021-04-30,24154086-1,80921.0,-195.0,2021-04-08
2021-05-03,24154108,80922.0,0.0,2021-05-03
2021-05-06,24154123,80817.0,467.4,2021-05-06
2021-04-07,24154343,80951.0,1632.4,2021-04-07
2021-04-01,24154454,80817.0,97.95,2021-04-01
2021-04-05,24154866,80939.0,97.0,2021-04-05
2021-04-09,24155100,80918.0,0.0,2021-04-09
2021-04-08,24155133,80909.0,167.4,2021-04-08
2021-03-26,24155477,80925.0,97.95,2021-03-26
2021-04-07,24157139,80907.0,84.0,2021-04-07
2021-05-03,24157395,80909.0,317.4,2021-05-03
2021-04-12,24157410,80916.0,172.0,2021-04-12
2021-04-13,24157423,80922.0,84.0,2021-04-13
2021-04-12,24158291,80923.0,97.95,2021-04-12
2021-05-03,24158305,80904.0,430.4,2021-05-03
2021-06-03,24158547,80903.0,167.4,2021-06-03
2021-04-30,24158560,80920.0,167.4,2021-04-30
2021-03-29,24158803,80920.0,97.95,2021-03-29
2021-04-27,24159059,80925.0,167.4,2021-04-27
2021-04-27,24159076,80132.0,167.4,2021-04-27
2021-04-08,24159699,80909.0,150.0,2021-04-08
2021-04-19,24160083,80909.0,346.4,2021-04-19
2021-04-15,24162261,80920.0,97.95,2021-04-15
2021-04-12,24163155,80831.0,289.0,2021-04-12
2021-04-05,24163923,80921.0,0.0,2021-04-05
2021-04-02,24164568,80904.0,167.4,2021-04-02
2021-05-14,24164692,80118.0,84.0,2021-05-14
2021-04-26,24164959,80908.0,309.0,2021-04-26
2021-05-06,24165336,80905.0,317.4,2021-05-06
2021-05-06,24165461,80921.0,404.4,2021-05-06
2021-04-12,24165589,80927.0,317.4,2021-04-12
2021-05-06,24165847,80920.0,167.4,2021-05-06
2021-04-05,24166099,80922.0,167.4,2021-04-05
2021-04-08,24166099-1,80922.0,0.0,2021-04-05
2021-04-23,24166113,80132.0,0.0,2021-04-23
2021-06-16,24166485,80906.0,0.0,2021-06-16
2021-05-21,24167126,80132.0,167.4,2021-05-21
2021-04-23,24167251,80920.0,322.0,2021-04-23
2021-05-06,24167507,80905.0,317.4,2021-05-06
2021-04-05,24167523,80907.0,897.95,2021-04-05
2021-04-27,24167635,80907.0,303.4,2021-04-27
2021-04-03,24167650,80904.0,638.0,2021-04-03
2021-04-13,24167772,80919.0,167.4,2021-04-13
2021-04-09,24168659,80921.0,219.4,2021-04-09
2021-04-08,24170835,80919.0,84.0,2021-04-08
2021-04-01,24170848,80916.0,84.0,2021-04-01
2021-04-23,24170875,80921.0,427.4,2021-04-23
2021-05-10,24170963,80909.0,167.4,2021-05-10
2021-03-29,24170976,80904.0,167.4,2021-03-29
2021-04-01,24170976-1,80904.0,0.0,2021-03-29
2021-04-26,24170994,80909.0,167.4,2021-04-26
2021-05-04,24171354,80906.0,167.4,2021-05-06
2021-04-21,24171382,80905.0,167.4,2021-04-21
2021-05-04,24171395,80907.0,84.0,2021-05-04
2021-05-10,24171611,80921.0,733.4,2021-05-10
2021-04-02,24171628,80920.0,366.4,2021-04-02
2021-04-06,24171864,80920.0,0.0,2021-04-06
2021-05-08,24172119,80132.0,0.0,2021-05-08
2021-03-29,24172247,80924.0,49.0,2021-03-29
2021-04-05,24172376,80906.0,0.0,2021-04-05
2021-04-02,24173399,80918.0,268.4,2021-04-02
2021-05-24,24173523,80919.0,715.4,2021-05-24
2021-05-17,24173651,80921.0,167.4,2021-05-17
2021-04-12,24174419,80905.0,19.0,2021-04-12
